near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,intersectionid,intersection_type,geography,street_names,int_road_types,int_road_block_ids
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,15840,REGULAR,0101000020E6100000C8FD6B507C4353C0A57F6E3447724340,"['CONSTITUTION AVENUE NW', 'INTERSTATE 66 INTERSTATE']","['Interstate', 'Principal Arterial']","['128307', '136090', '136387']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,15931,REGULAR,0101000020E6100000E5967AC5594353C0295C6B4D12724340,"['INTERSTATE 66 INTERSTATE', 'OHIO DRIVE NW']","['Other Freeway and Expressway', 'Principal Arterial']","['126725', '127790', '137575']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-163,UNDERPASS,0101000020E61000001D7C7E27C24353C0B182D6096E714340,['G W MEMORIAL PARKWAY SW'],"['Other Freeway and Expressway', 'Principal Arterial']","['123895', '134944']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,17134,REGULAR,0101000020E61000003DFAF81B5E4353C095E92789D5714340,"['OHIO DRIVE NW', 'OHIO DRIVE SW']",['Principal Arterial'],"['129774', '137216']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,17222,REGULAR,0101000020E610000031AECF888C4353C04E67CA9952724340,"['CONSTITUTION AVENUE NW', 'INTERSTATE 66 INTERSTATE']","['Interstate', 'Principal Arterial']","['124132', '124666', '127704']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,17223,REGULAR,0101000020E6100000E0E1E0C2814353C04E4D84A663724340,"['E ST EXPY NW', 'INTERSTATE 66 INTERSTATE']","['Interstate', 'Other Freeway and Expressway']","['124206', '124666', '129255']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,17357,REGULAR,0101000020E6100000D4877C4A564353C043A78C42BC714340,"['ARLINGTON MEMORIAL BRIDGE SW', 'LINCOLN MEMORIAL CIRCLE SW']",['Principal Arterial'],"['124613', '134944', '135199']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,17362,REGULAR,0101000020E61000009896DE37484353C0EE277F0AE0714340,"['LINCOLN MEMORIAL CIRCLE NW', 'ROCK CREEK & POTOMAC PARKWAY NW']","['Minor Arterial', 'Principal Arterial']","['127139', '127510', '134665']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,17363,REGULAR,0101000020E6100000F093E8D0494353C0057A5880D5714340,"['LINCOLN MEMORIAL CIRCLE NW', 'LINCOLN MEMORIAL CIRCLE SW']",['Principal Arterial'],"['127139', '135199']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-174,UNDERPASS,0101000020E6100000A1545E34674353C0928932013E724340,['INTERSTATE 66 WESTBOUND'],"['Other Freeway and Expressway', 'Principal Arterial']","['128307', '137575']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-175,UNDERPASS,0101000020E610000008BAF384634353C035701F8C3C724340,['INTERSTATE 66 EASTBOUND'],"['Other Freeway and Expressway', 'Principal Arterial']","['128307', '135479']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-176,OVERPASS,0101000020E6100000E0683075724353C07EA1B8B96F724340,['CONSTITUTION AVENUE NW'],[None],[None]
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,17621,REGULAR,0101000020E6100000A42B1A21364353C081D1E949B4714340,"['23RD STREET SW', 'LINCOLN MEMORIAL CIRCLE SW']","['Local', 'Principal Arterial']","['124558', '124613', '137030']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-177,UNDERPASS,0101000020E6100000CF2B6473734353C0848CE41D6F724340,['INTERSTATE 66 WESTBOUND'],"['Other Freeway and Expressway', 'Principal Arterial']","['127704', '137575']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-178,UNDERPASS,0101000020E610000073AF5453714353C012A74E3270724340,['INTERSTATE 66 EASTBOUND'],"['Other Freeway and Expressway', 'Principal Arterial']","['127704', '135479']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-179,UNDERPASS,0101000020E6100000A31B1EB48D4353C0BA6F0E424E724340,['ROCK CREEK & POTOMAC PARKWAY NW'],[None],[None]
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,18645,REGULAR,0101000020E61000007E596C77354353C02BBAE1675E724340,"['23RD STREET NW', 'C STREET NW']","['Local', 'Principal Arterial']","['125769', '127301', '129461']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-189,UNDERPASS,0101000020E6100000B662B46B6C4353C04448310EAE724340,['INTERSTATE 66 WESTBOUND'],['Other Freeway and Expressway'],"['129255', '137253']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-190,OVERPASS,0101000020E6100000482FB4D16F4353C086185EFCAB724340,['E STREET EXPRESSWAY NW WESTBOUND'],['Other Freeway and Expressway'],"['129255', '137575']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,19042,REGULAR,0101000020E6100000972DA10B834353C0449D5F82DC724340,"['F STREET NW', 'NEW HAMPSHIRE AVENUE NW']",['Local'],"['126160', '126208', '129290']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-191,OVERPASS,0101000020E6100000F22982E3744353C0654AD331A6724340,['E STREET EXPRESSWAY WESTBOUND'],['Other Freeway and Expressway'],"['125887', '129255']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-192,UNDERPASS,0101000020E6100000C6A5B241724353C084881F5EA2724340,['INTERSTATE 66 WESTBOUND'],['Other Freeway and Expressway'],"['125887', '137575']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,19200,REGULAR,0101000020E6100000BF110799704353C06C7CEA4D9C724340,['INTERSTATE 66 INTERSTATE'],"['Interstate', 'Other Freeway and Expressway']","['135479', '136090', '137253']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,19201,REGULAR,0101000020E6100000E3B6CDF0854353C0412F519634724340,"['OHIO DRIVE NW', 'ROCK CREEK & POTOMAC PARKWAY NW']","['Minor Arterial', 'Principal Arterial']","['126725', '132811', '134665']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,19244,REGULAR,0101000020E610000071126E58354353C0472A6D1F9B724340,"['23RD STREET NW', 'D STREET NW']","['Local', 'Principal Arterial']","['125311', '126602', '129461']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-193,UNDERPASS,0101000020E6100000E6005EE16F4353C0F3EE2993A0724340,['INTERSTATE 66 WESTBOUND'],['Other Freeway and Expressway'],"['125887', '137253']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-195,UNDERPASS,0101000020E61000009351D532354353C0F8CC7048AA724340,['E STREEET EXPRESSWAY NW EASTBOUND'],"['Other Freeway and Expressway', 'Principal Arterial']","['125887', '126602']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-196,OVERPASS,0101000020E61000002162FE32354353C0C5030B11AC724340,['23RD STREET NW'],['Principal Arterial'],['126602']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-201,OVERPASS,0101000020E61000000F6B4B4B714353C01BD5BE7BA1724340,['E STREET EXPRESSWAY NW EASTBOUND'],['Other Freeway and Expressway'],['125887']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-243,OVERPASS,0101000020E6100000795ACC5C5A4353C0BE8B1013EC714340,['ROCK CREEK & POTOMAC PARKWAY NW'],"['Minor Arterial', 'Principal Arterial']","['129774', '134665']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-244,UNDERPASS,0101000020E6100000795ACC5C5A4353C0BE8B1013EC714340,['OHIO DRIVE NW'],"['Minor Arterial', 'Principal Arterial']","['129774', '134665']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-252,OVERPASS,0101000020E610000040CF930D654353C0927EF4313D724340,['CONSTITUTION AVENUE NW'],[None],[None]
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-332,OVERPASS,0101000020E6100000B662B46B6C4353C04448310EAE724340,['E STREET EXPRESSWAY NW WESTBOUND'],['Other Freeway and Expressway'],"['129255', '137253']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-333,UNDERPASS,0101000020E6100000482FB4D16F4353C086185EFCAB724340,['INTERSTATE 66 WESTBOUND'],['Other Freeway and Expressway'],"['129255', '137575']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-334,UNDERPASS,0101000020E6100000F22982E3744353C0654AD331A6724340,['E STREET EXPRESSWAY NW EASTBOUND'],['Other Freeway and Expressway'],"['125887', '129255']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,342,REGULAR,0101000020E61000000ED1B421364353C0AC5BCBF18D714340,"['23RD STREET SW', 'INDEPENDENCE AVENUE SW', 'OHIO DRIVE SW']","['Local', 'Principal Arterial']","['124558', '135373', '135643', '137216']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-350,RAMP,0101000020E610000057034A05434353C0FD286DF1EA714340,['LINCOLN MEMORIAL CIRCLE NW'],['Principal Arterial'],['127510']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-352,RAMP,0101000020E6100000C4315DA3694353C0D340711147724340,['INTERSTATE 66 INTERSTATE BN'],['Other Freeway and Expressway'],['137575']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-373,RAMP,0101000020E6100000F1D6D5F2E44353C092F5754AA5714340,['WASHINGTON BOULEVARD SW'],['Local'],['137128']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-385,RAMP,0101000020E610000002762D747A4353C0F133B4FF84724340,['E ST EXPRESSWAY NW'],['Other Freeway and Expressway'],['129255']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-437,RAMP,0101000020E61000007C2D63585B4353C08172C48D26724340,['INTERSTATE 66 INTERSTATE BN'],['Other Freeway and Expressway'],['135479']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-440,RAMP,0101000020E6100000A39E5CECFC4353C0D7930CBED0714340,['G W MEMORIAL PARKWAY SW'],['Other Freeway and Expressway'],['123895']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-450,RAMP,0101000020E6100000E58D549D424353C0967DF810BB714340,['LINCOLN MEMORIAL CIRCLE SW'],['Principal Arterial'],['124613']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-459,RAMP,0101000020E6100000DF1458F5FD4353C0F8F73641BF714340,['WASHINGTON BOULEVARD SW'],['Local'],['137128']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-467,RAMP,0101000020E6100000F67D1AB54B4353C0BC2813F1AA724340,['E ST EXPRESSWAY NW'],['Other Freeway and Expressway'],['125887']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-492,RAMP,0101000020E61000009B6D1AFC544353C0419BE682E8714340,['ROCK CREEK & POTOMAC PARKWAY NW'],['Minor Arterial'],['134665']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-501,RAMP,0101000020E61000005447DE0C564353C01AD90448FC714340,['OHIO DRIVE NW'],"['Other Freeway and Expressway', 'Principal Arterial']","['127790', '129774', '135479']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-54,OVERPASS,0101000020E61000001F2DA17C8E4353C059863D2651724340,['INTERSTATE 66 WESTBOUND'],"['Interstate', 'Principal Arterial']","['124132', '132811']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-55,OVERPASS,0101000020E61000003E5362A88C4353C015AD52094B724340,['INTERSTATE 66 EASTBOUND'],"['Interstate', 'Principal Arterial']","['132811', '136387']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-558,RAMP,0101000020E6100000DA627679534353C00056EF89A8714340,['OHIO DRIVE SW'],['Principal Arterial'],['137216']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-565,RAMP,0101000020E6100000BADE9C69684353C05625126C73724340,['INTERSTATE 66 INTERSTATE BN'],['Interstate'],['136090']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-566,RAMP,0101000020E6100000D58E69F26A4353C051D40C4A8E724340,['INTERSTATE 66 INTERSTATE BN'],[None],[None]
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-593,RAMP,0101000020E610000060255B384A4353C03B9B8105D1714340,['LINCOLN MEMORIAL CIRCLE SW'],['Principal Arterial'],['135199']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-602,RAMP,0101000020E61000006E22664E644353C0E5E6717F1A724340,['OHIO DRIVE NW'],['Principal Arterial'],['126725']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-615,RAMP,0101000020E61000007118AB666C4353C040015B5F71724340,['CONSTITUTION AVENUE NW'],['Principal Arterial'],['127704']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-639,RAMP,0101000020E61000009B6D1AFC544353C0419BE682E8714340,['ROCK CREEK & POTOMAC PARKWAY NW'],['Minor Arterial'],['134665']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-651,RAMP,0101000020E61000007B73CF3F8C4353C011C261044B724340,['INTERSTATE 66 INTERSTATE BN'],['Interstate'],['136387']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-660,RAMP,0101000020E610000095DD9C33F44353C05C8DB3D274714340,['WASHINGTON BOULEVARD SW'],['Local'],['136980']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-686,RAMP,0101000020E61000002F59C09E434353C06C2B5580AD724340,['E ST EXPRESSWAY NW'],['Other Freeway and Expressway'],['129255']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-694,RAMP,0101000020E61000007A9F6C59594353C068E237C922724340,['INTERSTATE 66 INTERSTATE BN'],['Other Freeway and Expressway'],['135479']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-704,RAMP,0101000020E61000005B3261525F4353C0088D589321724340,['INTERSTATE 66 INTERSTATE BN'],['Other Freeway and Expressway'],['137575']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-705,RAMP,0101000020E61000005B3261525F4353C0088D589321724340,['INTERSTATE 66 INTERSTATE BN'],['Other Freeway and Expressway'],['137575']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-714,RAMP,0101000020E610000005D0EE3C614353C09424BD5A28724340,['OHIO DRIVE NW'],['Other Freeway and Expressway'],['137575']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-765,RAMP,0101000020E610000057034A05434353C0FD286DF1EA714340,['LINCOLN MEMORIAL CIRCLE NW'],['Principal Arterial'],['127510']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,774,REGULAR,0101000020E61000005447DE0C564353C01AD90448FC714340,"['INTERSTATE 66 INTERSTATE', 'OHIO DRIVE NW']","['Other Freeway and Expressway', 'Principal Arterial']","['127790', '129774', '135479']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,-9,OVERPASS,0101000020E61000001D7C7E27C24353C0B182D6096E714340,['ARLINGTON MEMORIAL BRIDGE SW'],"['Other Freeway and Expressway', 'Principal Arterial']","['123895', '134944']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,NEAR NORTHWEST,-643,RAMP,0101000020E61000001C3767E0004453C0F63157A129724340,['INTERSTATE 66 INTERSTATE BN'],['Interstate'],['124132']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A05,Ward 2,005600,NEAR NORTHWEST,18624,REGULAR,0101000020E61000001A516F29354353C07324612CB1724340,"['23RD STREET NW', 'E STREET NW']","['Local', 'Principal Arterial']","['125753', '126602', '127143', '127634']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A05,Ward 2,006202,CENTRAL WASHINGTON,-194,UNDERPASS,0101000020E6100000E8A9D32F354353C095F18B92AD724340,['E STREET EXPRESSWAY NW WESTBOUND'],"['Other Freeway and Expressway', 'Principal Arterial']","['126602', '129255']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A05,Ward 2,006202,NEAR NORTHWEST,-421,RAMP,0101000020E6100000EF718F1A634353C0B9B9EFACBF724340,['INTERSTATE 66 INTERSTATE BN'],[None],[None]
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A05,Ward 2,006202,NEAR NORTHWEST,-422,RAMP,0101000020E6100000EF718F1A634353C0B9B9EFACBF724340,['INTERSTATE 66 INTERSTATE BN'],[None],[None]
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A07,Ward 2,006202,NEAR NORTHWEST,18045,REGULAR,0101000020E61000005FCA6CDA124353C0038121EEB0724340,"['E STREET NW', 'VIRGINIA AVENUE NW']","['Local', 'Minor Arterial']","['125753', '127734', '131456', '132577']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A07,Ward 2,010800,NEAR NORTHWEST,-577,RAMP,0101000020E6100000F01967401C4353C043B8D81BB1724340,['E STREET NW'],['Local'],['125753']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2B05,Ward 2,006202,CENTRAL WASHINGTON,13182,REGULAR,0101000020E61000005C73E1663F4253C0B848E1D80A734340,"['EAST EXECUTIVE AVENUE NW', 'MADISON PLACE NW', 'PENNSYLVANIA AVENUE NW']",['Local'],"['125422', '126324', '131464', '132323']"
[None],,,,,,2A,Cluster 5,"West End, Foggy Bottom, GWU",2A01,Ward 2,006202,CENTRAL WASHINGTON,16407,REGULAR,0101000020E610000080B74F93864253C030F9368BBD724340,"['17TH STREET NW', 'STATE PLACE NW']","['Local', 'Principal Arterial']","['125850', '128431', '133021', '133658']"
['Goodwill Excel Center PCS'],0.0,0.0,1.0,0.0,1.0,2A,Cluster 5,"West End, Foggy Bottom, GWU",2A01,Ward 2,006202,CENTRAL WASHINGTON,17760,REGULAR,0101000020E6100000BD9457C1864253C08A50FDD2DC724340,"['17TH STREET NW', 'F STREET NW']","['Collector', 'Principal Arterial']","['127914', '129437', '129563']"
[None],,,,,,2A,Cluster 5,"West End, Foggy Bottom, GWU",2A01,Ward 2,010800,CENTRAL WASHINGTON,13491,REGULAR,0101000020E6100000AC106F2FC84253C007F922B0AF724340,"['19TH STREET NW', 'E STREET NW']","['Minor Arterial', 'Principal Arterial']","['126626', '127851', '127874', '129485']"
[None],,,,,,2A,Cluster 5,"West End, Foggy Bottom, GWU",2A01,Ward 2,010800,CENTRAL WASHINGTON,14013,REGULAR,0101000020E610000097825C1C914253C0CAE284B1BD724340,"['NEW YORK AVENUE NW', 'STATE PLACE NW']","['Local', 'Principal Arterial']","['125031', '128302', '133021']"
[None],,,,,,2A,Cluster 5,"West End, Foggy Bottom, GWU",2A01,Ward 2,010800,CENTRAL WASHINGTON,15995,REGULAR,0101000020E6100000784F3CB2AB4253C02D96D6E29C724340,"['18TH STREET NW', 'E STREET NW']","['Minor Arterial', 'Principal Arterial']","['127492', '127871', '128246', '129772']"
[None],,,,,,2A,Cluster 5,"West End, Foggy Bottom, GWU",2A01,Ward 2,010800,CENTRAL WASHINGTON,16472,REGULAR,0101000020E6100000E45011FADF4253C02158AC35B0724340,"['20TH STREET NW', 'E ST EXPRESSWAY NW', 'E STREET NW']","['Local', 'Minor Arterial', 'Other Freeway and Expressway', 'Principal Arterial']","['127874', '128106', '128533', '128753', '129255']"
[None],,,,,,2A,Cluster 5,"West End, Foggy Bottom, GWU",2A01,Ward 2,010800,CENTRAL WASHINGTON,17768,REGULAR,0101000020E61000004BE53474AB4253C07B1A86FDAF724340,"['18TH STREET NW', 'E STREET NW', 'NEW YORK AVENUE NW']","['Minor Arterial', 'Principal Arterial']","['126626', '127871', '128025', '128302']"
[None],,,,,,2A,Cluster 5,"West End, Foggy Bottom, GWU",2A01,Ward 2,010800,CENTRAL WASHINGTON,-249,OVERPASS,0101000020E6100000665A22960A4353C0495D3C62A8724340,['VIRGINIA AVENUE NW'],[None],[None]
[None],,,,,,2A,Cluster 5,"West End, Foggy Bottom, GWU",2A01,Ward 2,010800,CENTRAL WASHINGTON,-331,OVERPASS,0101000020E61000000A5C2FD0FC4253C0476E9105A6724340,['21ST STREET NW'],['Collector'],['127093']
[None],,,,,,2A,Cluster 5,"West End, Foggy Bottom, GWU",2A01,Ward 2,010800,NEAR NORTHWEST,17905,REGULAR,0101000020E6100000BC7260D6DF4253C0F3C5CABDDC724340,"['20TH STREET NW', 'F STREET NW']","['Collector', 'Minor Arterial']","['124849', '125158', '125840', '128106']"
[None],,,,,,2A,Cluster 5,"West End, Foggy Bottom, GWU",2A02,Ward 2,005500,NEAR NORTHWEST,14297,REGULAR,0101000020E6100000DC5DB73C694353C07E8FC0B7DF734340,"['25TH STREET NW', 'M STREET NW']","['Local', 'Minor Arterial']","['125343', '126434', '127667', '129187']"
[None],,,,,,2A,Cluster 5,"West End, Foggy Bottom, GWU",2A02,Ward 2,005500,NEAR NORTHWEST,14298,REGULAR,0101000020E61000003553A90C814353C073D77487DF734340,"['26TH STREET NW', 'M STREET NW']","['Local', 'Minor Arterial']","['125301', '125343', '128419', '129381']"
